VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
AGINCHOK,838,17,7,7,0,1,3
BAIRENI,2132,562,31,6,0,36,28
BASERI,847,7,0,0,0,0,5
BENIGHAT,1401,641,36,23,0,15,7
BHUMESTHAN,1929,158,8,17,1,30,2
BUDHATHUM,846,14,3,1,0,1,1
CHAINPUR,1459,29,8,14,0,0,4
CHHATREDEURALI,1603,37,4,9,0,0,2
DARKHA,1109,2,1,0,0,0,9
DHOLA,973,5,7,1,1,0,11
DHUSSA,995,190,121,39,0,5,11
DHUWAKOT,1035,13,5,0,0,0,10
GAJURI,1365,662,113,56,0,12,15
GOGANPANI,1029,89,5,0,0,4,6
GUMDI,1071,23,2,7,1,1,4
JEEWANPUR,1847,57,1,7,0,2,6
JHARLANG,764,1,3,0,0,0,2
JOGIMARA,1146,203,44,34,0,2,13
JYAMRUNG,1601,32,5,8,0,2,5
KALLERI,1858,41,3,4,0,1,14
KATUNJE,1368,45,0,8,0,0,4
KEWALPUR,1084,12,2,0,0,0,6
KHALTE,1549,11,4,0,0,1,1
KHARI,987,6,2,48,0,1,7
KIRANCHOK,1113,13,2,5,0,4,26
KUMPUR,1963,104,17,10,2,3,23
LAPA,830,1,7,7,0,0,8
MAHADEVSTHAN,980,18,159,76,0,7,3
MAIDI,2056,23,16,58,1,0,13
MARPAK,837,2,1,4,0,0,5
MULPANI,702,37,4,2,0,1,3
MURALI BHANJYANG,1505,152,2,3,0,2,9
NALANG,1793,62,2,4,0,1,14
NAUBISE,2538,575,15,18,1,13,24
NILKANTHA,2074,3081,31,24,1,2,42
PHULKHARKA,909,8,2,0,0,0,1
PIDA,1842,311,41,11,0,1,8
REE GAUN,986,88,21,11,1,0,3
SALANG,1097,19,9,6,0,0,9
SALYANKOT,1060,37,7,11,0,0,8
SALYANTAR,1214,408,10,146,1,5,7
SANGKOSH,1143,72,3,3,0,0,23
SATYADEVI,730,12,1,0,0,2,15
SEMJONG,840,5,0,0,0,0,2
SERTUNG,814,0,1,2,0,0,0
SUNAULA BAZAR,1494,26,6,2,0,0,2
TASARPU,1019,24,11,40,0,2,2
THAKRE,1567,405,27,59,0,18,65
TIPLING,447,0,9,3,0,0,5
TRIPURESWOR,597,198,11,12,0,1,0
TOTAL,62986,8538,830,806,10,176,496
